tcpID,only_chapter,verse,corrupted_book,corrupted_ch_only,corrupted_v_only,all_corrupt,corrupt_ratio,total
A14975,62,188,9,2,18,3,0.11347517730496454,282
A60455,1,54,1,0,6,0,0.11290322580645161,62
A17079,1,86,0,0,11,0,0.11224489795918367,98
A17331,23,183,6,2,17,1,0.11206896551724138,232
A01541,5,289,1,4,27,5,0.11178247734138973,331
A17146,16,88,1,2,10,0,0.1111111111111111,117
A86356,0,64,0,1,4,3,0.1111111111111111,72
A19935,2,30,0,0,4,0,0.1111111111111111,36
A36272,2,22,0,0,2,1,0.1111111111111111,27
A55641,0,8,0,0,1,0,0.1111111111111111,9
A12187,2,6,0,0,0,1,0.1111111111111111,9
A05141,7,1,0,0,1,0,0.1111111111111111,9
A57140,3,5,0,1,0,0,0.1111111111111111,9
A40109,6,2,0,0,1,0,0.1111111111111111,9
A05479,38,442,6,5,39,9,0.10946196660482375,539
A42490,5,52,1,0,4,2,0.109375,64
A44334,148,1276,9,38,112,15,0.10888610763454318,1598
A91061,2,39,2,0,3,0,0.10869565217391304,46
A86563,1,65,2,2,4,0,0.10810810810810811,74
A43137,0,33,1,1,2,0,0.10810810810810811,37
A17717,2,189,2,0,20,1,0.10747663551401869,214
A01136,83,17,0,8,4,0,0.10714285714285714,112
A31174,3,22,0,3,0,0,0.10714285714285714,28
A04378,18,431,11,3,30,9,0.10557768924302789,502
A57143,41,298,2,7,26,5,0.10554089709762533,379
A61568,1,33,0,0,4,0,0.10526315789473684,38
A11010,0,17,1,1,0,0,0.10526315789473684,19
B21327,3,14,0,0,2,0,0.10526315789473684,19
A05142,17,0,1,1,0,0,0.10526315789473684,19
A08443,42,1,0,5,0,0,0.10416666666666667,48
A02057,1,25,0,0,2,1,0.10344827586206896,29
A22141,208,652,3,32,55,9,0.1032325338894682,959
A77496,12,180,4,4,14,0,0.102803738317757,214
A10512,29,181,0,7,13,4,0.10256410256410256,234
A46315,1,34,1,1,2,0,0.10256410256410256,39
A52043,7,72,1,0,6,2,0.10227272727272728,88
A25395,17,133,1,6,10,0,0.10179640718562874,167
A04165,6,100,1,1,8,2,0.1016949152542373,118
A68970,60,2,0,7,0,0,0.10144927536231885,69
A03309,5,333,0,1,29,8,0.10106382978723404,376
A61699,3,69,0,1,5,2,0.1,80
A02396,8,28,0,0,4,0,0.1,40
A20650,3,24,0,0,3,0,0.1,30
A67564,1,17,0,0,2,0,0.1,20
A09981,2,7,0,0,1,0,0.1,10
A94183,0,9,0,0,1,0,0.1,10
A09057,9,0,0,1,0,0,0.1,10
A02585,5,4,0,0,1,0,0.1,10
B03145,0,9,0,1,0,0,0.1,10
A59608,1,8,0,1,0,0,0.1,10
A65063,0,9,0,0,1,0,0.1,10
A44540,1,8,0,0,1,0,0.1,10
A94769,0,9,0,0,1,0,0.1,10
A26790,4,5,0,1,0,0,0.1,10
A51427,4,5,0,0,1,0,0.1,10
A27364,16,120,0,3,12,0,0.09933774834437085,151
A07294,4,51,0,0,6,0,0.09836065573770492,61
A61629,14,394,7,4,28,5,0.09734513274336283,452
A11802,10,55,0,3,4,0,0.09722222222222222,72
A07297,7,21,0,0,3,0,0.0967741935483871,31
A08442,65,1,0,7,0,0,0.0958904109589041,73
A01573,10,85,1,3,5,1,0.09523809523809523,105
A46895,5,14,1,0,0,1,0.09523809523809523,21
A72487,1,18,0,0,2,0,0.09523809523809523,21
A85664,4,15,0,1,1,0,0.09523809523809523,21
A04853,14,5,0,2,0,0,0.09523809523809523,21
A42487,4,111,0,0,12,0,0.09448818897637795,127
A48948,1,47,0,0,4,1,0.09433962264150944,53
A01092,4,44,1,0,4,0,0.09433962264150944,53
A52054,4,44,1,0,4,0,0.09433962264150944,53
A29528,1,47,0,0,5,0,0.09433962264150944,53
A87518,2,56,0,0,5,1,0.09375,64
A57982,12,17,0,1,2,0,0.09375,32
A61953,0,29,0,0,3,0,0.09375,32
A96870,1,38,1,0,3,0,0.09302325581395349,43
A10561,15,34,0,3,2,0,0.09259259259259259,54
A12090,18,31,1,2,2,0,0.09259259259259259,54
