verse_id,verse_text,to_remove
1 Kings 15.23 (Douay-Rheims) - 1,"Part 2 of 1 Kings 15.23: and like the crime of idolatry, to refuse to obey.",FALSE
Job 39.35 (Vulgate) - 1,"Part 2 of Job 39.35: et alterum, quibus ultra non addam.",FALSE
3 Kings 20.10 (Douay-Rheims) - 1,Part 2 of 3 Kings 20.10: And he sent again and said:,TRUE
2 Corinthians 7.7 (Tyndale) - 0,Part 1 of 2 Corinthians 7.7: And not with his commynge only:,FALSE
2 Maccabees 14.46 (Douay-Rheims) - 1,Part 2 of 2 Maccabees 14.46: and so he departed this life.,FALSE
2 Kings 6.23 (Geneva) - 0,Part 1 of 2 Kings 6.23: And he made great preparation for them:,FALSE
1 Chronicles 11.19 (AKJV) - 2,Part 3 of 1 Chronicles 11.19: therfore he would not drink it.,FALSE
Leviticus 18.23 (Douay-Rheims) - 2,Part 3 of Leviticus 18.23: because it is a heinous crime.,FALSE
Hebrews 9.5 (Vulgate) - 1,Part 2 of Hebrews 9.5: de quibus non est modo dicendum per singula.,FALSE
1 Kings 12.24 (Geneva) - 2,Part 3 of 1 Kings 12.24: for this thing is done by me.,FALSE
2 Chronicles 35.12 (AKJV) - 1,Part 2 of 2 Chronicles 35.12: and so did they with the oxen.,FALSE
2 Maccabees 2.33 (Douay-Rheims) - 0,Part 1 of 2 Maccabees 2.33: Here then we will begin the narration:,TRUE
2 Kings 22.20 (AKJV) - 1,Part 2 of 2 Kings 22.20: And they brought the king word againe.,TRUE
2 Chronicles 14.6 (Geneva) - 1,Part 2 of 2 Chronicles 14.6: for the Lord had giuen him rest.,FALSE
Numbers 13.28 (Geneva) - 1,Part 2 of Numbers 13.28: and here is of the fruite of it.,TRUE
2 Kings 18.4 (Douay-Rheims) - 0,Part 1 of 2 Kings 18.4: And the king said to them:,TRUE
2 Kings 4.8 (Douay-Rheims) - 1,Part 2 of 2 Kings 4.8: and they said to the king:,TRUE
1 Kings 17.30 (Douay-Rheims) - 2,Part 3 of 1 Kings 17.30: And the people answered him as before.,TRUE
2 Kings 2.20 (Geneva) - 1,Part 2 of 2 Kings 2.20: And they brought it to him.,TRUE
2 Kings 2.20 (AKJV) - 1,Part 2 of 2 Kings 2.20: And they brought it to him.,TRUE
2 Kings 4.13 (AKJV) - 1,Part 2 of 2 Kings 4.13: What is to be done for thee?,FALSE
2 Maccabees 4.28 (Vulgate) - 0,Part 1 of 2 Maccabees 4.28: nam ad hunc exactio vectigalium pertinebant:,FALSE
Romans 15.12 (Tyndale) - 0,Part 1 of Romans 15.12: And in another place Esaias sayth:,TRUE
Hebrews 9.5 (AKJV) - 1,Part 2 of Hebrews 9.5: of which we cannot now speake particularly.,FALSE
2 Paralipomenon 24.27 (Douay-Rheims) - 1,Part 2 of 2 Paralipomenon 24.27: they are written more diligently in the book of kings:,FALSE
1 Chronicles 26.1 (AKJV) - 0,Part 1 of 1 Chronicles 26.1: Concerning the diuisions of the porters:,FALSE
Judges 21.11 (Douay-Rheims) - 0,Part 1 of Judges 21.11: And this is what you shall observe:,TRUE
2 Kings 5.2 (Douay-Rheims) - 1,Part 2 of 2 Kings 5.2: and the Lord said to thee:,TRUE
1 Kings 2.15 (AKJV) - 2,Part 3 of 1 Kings 2.15: for it was his from the Lord.,FALSE
Hebrews 5.6 (Tyndale) - 0,Part 1 of Hebrews 5.6: As he also in another place speaketh:,TRUE
1 Chronicles 11.19 (Geneva) - 2,Part 3 of 1 Chronicles 11.19: therefore he would not drinke it:,FALSE
1 Kings 21.11 (Geneva) - 1,"Part 2 of 1 Kings 21.11: as it was written in the letters, which she had sent vnto them.",TRUE
1 Kings 12.30 (Geneva) - 0,Part 1 of 1 Kings 12.30: And this thing turned to sinne:,FALSE
1 Kings 12.30 (AKJV) - 0,Part 1 of 1 Kings 12.30: And this thing became a sinne:,FALSE
1 Esdras 4.7 (AKJV) - 0,Part 1 of 1 Esdras 4.7: And yet he is but one man;,FALSE
1 Chronicles 20.8 (Geneva) - 1,Part 2 of 1 Chronicles 20.8: and by the hands of his seruants.,TRUE
2 Kings 21.5 (Douay-Rheims) - 0,Part 1 of 2 Kings 21.5: And they said to the king:,TRUE
Exodus 36.6 (AKJV) - 1,Part 2 of Exodus 36.6: so the people were restrained from bringing.,FALSE
Genesis 37.27 (Wycliffe) - 1,Part 2 of Genesis 37.27: The britheren assentiden to these wordis;,FALSE
2 Peter 3.16 (ODRV) - 0,Part 1 of 2 Peter 3.16: as also in al epistles speaking in them of these things;,TRUE
4 Kings 6.32 (Douay-Rheims) - 1,Part 2 of 4 Kings 6.32: So he sent a man before:,TRUE
2 Paralipomenon 18.14 (Douay-Rheims) - 0,Part 1 of 2 Paralipomenon 18.14: So he came to the king:,TRUE
1 Maccabees 6.37 (Douay-Rheims) - 3,Part 4 of 1 Maccabees 6.37: and an Indian to rule the beast.,FALSE
1 Kings 24.14 (Douay-Rheims) - 0,Part 1 of 1 Kings 24.14: As also it is said in the old proverb:,TRUE
2 Chronicles 35.7 (Geneva) - 1,Part 2 of 2 Chronicles 35.7: these were of the Kings substance.,FALSE
2 Chronicles 35.7 (AKJV) - 1,Part 2 of 2 Chronicles 35.7: these were of the kings substance.,FALSE
1 Kings 20.31 (AKJV) - 2,Part 3 of 1 Kings 20.31: peraduenture he will saue thy life.,FALSE
1 Kings 19.14 (Douay-Rheims) - 1,Part 2 of 1 Kings 19.14: and it was answered that he was sick.,FALSE
1 Chronicles 7.17 (AKJV) - 0,"Part 1 of 1 Chronicles 7.17: And the sonnes of Ulam, Bedan.",FALSE
Acts 26.24 (Tyndale) - 0,Part 1 of Acts 26.24: As he thus answered for him selfe:,TRUE
Judges 7.13 (Douay-Rheims) - 1,Part 2 of Judges 7.13: and in this manner related what he had seen:,TRUE
2 Kings 4.23 (AKJV) - 1,"Part 2 of 2 Kings 4.23: And shee said, It shalbe well.",FALSE
4 Kings 17.5 (Douay-Rheims) - 0,Part 1 of 4 Kings 17.5: And he went through all the land:,FALSE
2 Samuel 20.18 (AKJV) - 1,Part 2 of 2 Samuel 20.18: and so they ended the matter.,TRUE
2 Kings 11.17 (Geneva) - 1,Part 2 of 2 Kings 11.17: likewise betweene the King and the people.,TRUE
1 Kings 24.14 (Vulgate) - 0,Part 1 of 1 Kings 24.14: Sicut et in proverbio antiquo dicitur:,TRUE
1 Kings 19.24 (Douay-Rheims) - 1,Part 2 of 1 Kings 19.24: This gave occasion to a proverb:,TRUE
2 Maccabees 5.17 (Douay-Rheims) - 1,Part 2 of 2 Maccabees 5.17: and therefore contempt had happened to the place:,FALSE
2 Peter 2.22 (AKJV) - 0,Part 1 of 2 Peter 2.22: But it is happened vnto them according to the true prouerbe:,TRUE
2 Peter 2.22 (Tyndale) - 0,Part 1 of 2 Peter 2.22: It is happened vnto them accordinge to the true proverbe:,TRUE
Matthew 2.5 (Wycliffe) - 1,"Part 2 of Matthew 2.5: for so it is writun bi a profete,",TRUE
1 Paralipomenon 17.7 (Douay-Rheims) - 1,Part 2 of 1 Paralipomenon 17.7: Thus saith the Lord of hosts:,TRUE
Jeremiah 25.32 (Douay-Rheims) - 0,Part 1 of Jeremiah 25.32: Thus saith the Lord of hosts:,TRUE
Jeremiah 26.18 (Douay-Rheims) - 1,Part 2 of Jeremiah 26.18: Thus saith the Lord of hosts:,TRUE
Jeremiah 29.17 (Douay-Rheims) - 0,Part 1 of Jeremiah 29.17: Thus saith the Lord of hosts:,TRUE
Isaiah 28.16 (Douay-Rheims) - 0,Part 1 of Isaiah 28.16: Therefore thus saith the Lord God:,TRUE
Jeremiah 33.12 (Douay-Rheims) - 0,Part 1 of Jeremiah 33.12: Thus saith the Lord of hosts:,TRUE
Jeremiah 49.35 (Douay-Rheims) - 0,Part 1 of Jeremiah 49.35: Thus saith the Lord of hosts:,TRUE
Jeremiah 50.33 (Douay-Rheims) - 0,Part 1 of Jeremiah 50.33: Thus saith the Lord of hosts:,TRUE
Jeremiah 51.58 (Douay-Rheims) - 0,Part 1 of Jeremiah 51.58: Thus saith the Lord of hosts:,TRUE
Jeremiah 19.11 (Douay-Rheims) - 1,Part 2 of Jeremiah 19.11: Thus saith the Lord of hosts:,TRUE
Jeremiah 50.33 (AKJV) - 0,Part 1 of Jeremiah 50.33: Thus saith the Lord of hosts;,TRUE
Jeremiah 44.25 (Douay-Rheims) - 0,"Part 1 of Jeremiah 44.25: Thus saith the Lord of hosts the God of Israel, saying:",TRUE
Jeremiah 23.16 (Douay-Rheims) - 0,Part 1 of Jeremiah 23.16: Thus saith the Lord of hosts:,TRUE
Jeremiah 25.15 (Vulgate) - 0,"Part 1 of Jeremiah 25.15: Quia sic dicit Dominus exercituum, Deus Israël:",TRUE
Jeremiah 29.25 (Vulgate) - 0,"Part 1 of Jeremiah 29.25: Hæc dicit Dominus exercituum, Deus Israël:",TRUE
Jeremiah 31.23 (Vulgate) - 0,"Part 1 of Jeremiah 31.23: Hæc dicit Dominus exercituum, Deus Israël:",TRUE
Jeremiah 19.15 (Vulgate) - 0,"Part 1 of Jeremiah 19.15: Hæc dicit Dominus exercituum, Deus Israël:",TRUE
Isaiah 65.13 (Douay-Rheims) - 0,Part 1 of Isaiah 65.13: Therefore thus saith the Lord God:,TRUE
Jeremiah 32.14 (Vulgate) - 0,"Part 1 of Jeremiah 32.14: Hæc dicit Dominus exercituum, Deus Israël:",TRUE
Isaiah 22.15 (Douay-Rheims) - 0,Part 1 of Isaiah 22.15: Thus saith the Lord God of hosts:,TRUE
Jeremiah 35.13 (Vulgate) - 0,"Part 1 of Jeremiah 35.13: Hæc dicit Dominus exercituum, Deus Israël:",TRUE
Jeremiah 6.9 (Douay-Rheims) - 0,Part 1 of Jeremiah 6.9: Thus saith the Lord of hosts:,TRUE
Isaiah 52.4 (Douay-Rheims) - 0,Part 1 of Isaiah 52.4: For thus saith the Lord God:,TRUE
Jeremiah 39.16 (Vulgate) - 1,"Part 2 of Jeremiah 39.16: Hæc dicit Dominus exercituum, Deus Israël:",TRUE
Jeremiah 7.21 (Vulgate) - 0,"Part 1 of Jeremiah 7.21: Hæc dicit Dominus exercituum, Deus Israël:",TRUE
Isaiah 65.13 (AKJV) - 0,Part 1 of Isaiah 65.13: Therefore thus saith the Lord God;,TRUE
Jeremiah 42.15 (Vulgate) - 1,"Part 2 of Jeremiah 42.15: Hæc dicit Dominus exercituum, Deus Israël:",TRUE
Jeremiah 29.8 (Vulgate) - 0,"Part 1 of Jeremiah 29.8: Hæc enim dicit Dominus exercituum, Deus Israël:",TRUE
Jeremiah 9.17 (Vulgate) - 0,"Part 1 of Jeremiah 9.17: Hæc dicit Dominus exercituum, Deus Israël:",TRUE
Jeremiah 7.20 (Douay-Rheims) - 0,Part 1 of Jeremiah 7.20: Therefore thus saith the Lord God:,TRUE
Jeremiah 33.12 (AKJV) - 0,Part 1 of Jeremiah 33.12: Thus saith the Lord of hostes;,TRUE
Jeremiah 7.3 (Vulgate) - 0,"Part 1 of Jeremiah 7.3: Hæc dicit Dominus exercituum, Deus Israël:",TRUE
Jeremiah 34.4 (Douay-Rheims) - 1,Part 2 of Jeremiah 34.4: Thus saith the Lord to thee:,TRUE
Jeremiah 44.25 (AKJV) - 0,"Part 1 of Jeremiah 44.25: Thus saith the Lord of hostes the God of Israel, saying:",TRUE
Jeremiah 46.25 (Douay-Rheims) - 0,Part 1 of Jeremiah 46.25: The Lord of hosts the God of Israel hath said:,TRUE
Jeremiah 44.2 (Vulgate) - 0,"Part 1 of Jeremiah 44.2: Hæc dicit Dominus exercituum, Deus Israël:",TRUE
Jeremiah 25.8 (Douay-Rheims) - 0,Part 1 of Jeremiah 25.8: Therefore thus saith the Lord of hosts:,TRUE
Jeremiah 30.2 (Vulgate) - 0,"Part 1 of Jeremiah 30.2: Hæc dicit Dominus Deus Israël, dicens:",TRUE
Jeremiah 11.22 (Douay-Rheims) - 0,Part 1 of Jeremiah 11.22: Therefore thus saith the Lord of hosts:,TRUE
Isaiah 21.17 (Vulgate) - 1,Part 2 of Isaiah 21.17: Dominus enim Deus Israël locutus est.,TRUE
Jeremiah 28.2 (AKJV) - 0,"Part 1 of Jeremiah 28.2: Thus speaketh the Lord of hostes, the God of Israel, saying;",TRUE
Jeremiah 17.19 (Douay-Rheims) - 0,Part 1 of Jeremiah 17.19: Thus saith the Lord to me:,TRUE
Jeremiah 27.2 (Douay-Rheims) - 0,Part 1 of Jeremiah 27.2: Thus saith the Lord to me:,TRUE
Jeremiah 6.6 (Douay-Rheims) - 0,Part 1 of Jeremiah 6.6: For thus saith the Lord of hosts:,TRUE
Jeremiah 9.7 (Douay-Rheims) - 0,Part 1 of Jeremiah 9.7: Therefore thus saith the Lord of hosts:,TRUE
Ezekiel 26.14 (Douay-Rheims) - 1,"Part 2 of Ezekiel 26.14: for I have spoken it, saith. the Lord God.",FALSE
Jeremiah 13.1 (AKJV) - 0,Part 1 of Jeremiah 13.1: Thus saith the Lord vnto me;,TRUE
Exodus 29.46 (AKJV) - 1,Part 2 of Exodus 29.46: I am the Lord their God.,FALSE
Exodus 29.46 (Geneva) - 1,Part 2 of Exodus 29.46: I am the Lord their God.,FALSE
2 Paralipomenon 18.31 (Douay-Rheims) - 1,Part 2 of 2 Paralipomenon 18.31: This is the king of Israel.,FALSE
Ezekiel 34.20 (Vulgate) - 0,Part 1 of Ezekiel 34.20: Propterea hæc dicit Dominus Deus ad vos:,TRUE
Acts 2.16 (AKJV),"Acts 2.16 But this is that which was spoken by the Prophet Ioel,",TRUE
Acts 2.16 (Geneva),"Acts 2.16 But this is that, which was spoken by the Prophet Ioel,",TRUE
Acts 2.16 (Vulgate),Acts 2.16 sed hoc est quod dictum est per prophetam Joël:,TRUE
Acts 2.16 (Tyndale),Acts 2.16 But this is that which was spoken by the Prophete Iohel:,TRUE
Matthew 3.3 (ODRV) - 0,"Part 1 of Matthew 3.3: For this is he that was spoken of by Esay the Prophet, saying:",FALSE
Matthew 2.5 (AKJV) - 1,Part 2 of Matthew 2.5: For thus it is written by the Prophet;,TRUE
Matthew 12.17 (Tyndale),Matthew 12.17 to fulfyll that which was spoden by Esay the Prophet which sayeth.,TRUE
Mark 1.2 (Vulgate) - 0,Part 1 of Mark 1.2: Sicut scriptum est in Isaia propheta:,TRUE
Matthew 3.3 (Tyndale) - 0,Part 1 of Matthew 3.3: This is he of whom it is spoken by the Prophet Esay which sayeth:,FALSE
Matthew 2.5 (Geneva) - 1,"Part 2 of Matthew 2.5: for so it is written by the Prophet,",TRUE
Ezekiel 25.1 (AKJV),"Ezekiel 25.1 The word of the Lord came againe vnto me, saying;",TRUE
Ezekiel 23.1 (Geneva),"Ezekiel 23.1 The worde of the Lord came againe vnto me, saying,",TRUE
Ezekiel 25.1 (Geneva),"Ezekiel 25.1 The worde of the Lord came againe vnto me, saying,",TRUE
Ezekiel 27.1 (Geneva),"Ezekiel 27.1 The worde of the Lord came againe vnto me, saying,",TRUE
Ezekiel 30.1 (Geneva),"Ezekiel 30.1 The worde of the Lord came againe vnto me, saying,",TRUE
Ezekiel 14.12 (AKJV),"Ezekiel 14.12 The word of the Lord came againe to me, saying,",TRUE
Ezekiel 18.1 (Geneva),"Ezekiel 18.1 The worde of the Lord came vnto me againe, saying,",TRUE
Ezekiel 21.18 (AKJV),"Ezekiel 21.18 The word of the Lord came vnto me againe, saying,",TRUE
Ezekiel 37.15 (AKJV),"Ezekiel 37.15 The word of the Lord came againe vnto me, saying;",TRUE
Ezekiel 14.12 (Geneva),"Ezekiel 14.12 The worde of the Lord came againe vnto me, saying,",TRUE
Ezekiel 21.1 (Geneva),"Ezekiel 21.1 The word of ye Lord came to me againe, saying,",TRUE
Ezekiel 12.26 (Geneva),"Ezekiel 12.26 Againe the word of the Lord came vnto me, saying,",TRUE
Ezekiel 21.8 (Geneva),"Ezekiel 21.8 Againe, the word of the Lord came vnto me, saying,",TRUE
Ezekiel 21.8 (AKJV),"Ezekiel 21.8 Againe, the word of the Lord came vnto me, saying,",TRUE
Ezekiel 11.14 (AKJV),"Ezekiel 11.14 Againe the word of the Lord came vnto me, saying;",TRUE
Ezekiel 28.20 (AKJV),"Ezekiel 28.20 Againe the word of the Lord came vnto me, saying;",TRUE
Ezekiel 16.1 (AKJV),"Ezekiel 16.1 Againe the worde of the Lord came vnto me, saying;",TRUE
Ezekiel 11.14 (Geneva),"Ezekiel 11.14 Againe the worde of the Lord came vnto me, saying,",TRUE
Ezekiel 21.18 (Geneva),"Ezekiel 21.18 The worde of the Lord came vnto mee againe, saying,",TRUE
Ezekiel 6.1 (Geneva),"Ezekiel 6.1 Again the worde of the Lord came vnto me, saying,",TRUE
Ezekiel 28.20 (Geneva),"Ezekiel 28.20 Againe, the worde of the Lord came vnto me, saying,",TRUE
Ezekiel 12.26 (AKJV),"Ezekiel 12.26 Againe the word of the Lord came to me, saying;",TRUE
Ezekiel 16.1 (Geneva),"Ezekiel 16.1 Again, the worde of the Lord came vnto me, saying,",TRUE
Ezekiel 33.23 (Geneva),"Ezekiel 33.23 Againe the worde of the Lord came vnto me, and saide,",TRUE
Ezekiel 12.1 (AKJV),"Ezekiel 12.1 The word of the Lord also came vnto me, saying;",TRUE
Ezekiel 12.1 (Geneva),"Ezekiel 12.1 The worde of the Lord also came vnto me, saying,",TRUE
Ezekiel 22.1 (Geneva),"Ezekiel 22.1 Moreover, the worde of the Lord came vnto me, saying,",TRUE
Ezekiel 7.1 (Geneva),"Ezekiel 7.1 Moreover the word of the Lord came vnto me, saying,",TRUE
Ezekiel 33.1 (Geneva),"Ezekiel 33.1 Again, the woorde of the Lord came vnto me, saying,",TRUE
Ezekiel 22.1 (AKJV),"Ezekiel 22.1 Moreouer the word of the Lord came vnto me, saying;",TRUE
Ezekiel 22.23 (AKJV),"Ezekiel 22.23 And the word of the Lord came vnto me, saying,",TRUE
Ezekiel 20.2 (AKJV),"Ezekiel 20.2 Then came the word of the Lord vnto me, saying,",TRUE
Ezekiel 22.23 (Geneva),"Ezekiel 22.23 And the worde of the Lord came vnto me, saying,",TRUE
Ezekiel 27.1 (AKJV),"Ezekiel 27.1 The word of the Lord came againe vnto mee, saying,",TRUE
Ezekiel 12.21 (AKJV),"Ezekiel 12.21 And the word of the Lord came vnto me, saying;",TRUE
Ezekiel 12.21 (Geneva),"Ezekiel 12.21 And the worde of the Lord came vnto me, saying,",TRUE
Ezekiel 24.15 (AKJV),"Ezekiel 24.15 Also the word of the Lord came vnto me, saying;",TRUE
Ezekiel 22.17 (Geneva),"Ezekiel 22.17 And the worde of the Lord came vnto me, saying,",TRUE
Ezekiel 20.2 (Geneva),"Ezekiel 20.2 Then came the worde of the Lord vnto me, saying,",TRUE
Ezekiel 12.17 (Geneva),"Ezekiel 12.17 Moreouer, the worde of the Lord came vnto me, saying,",TRUE
Ezekiel 22.17 (AKJV),"Ezekiel 22.17 And the word of the Lord came vnto me, saying,",TRUE
Ezekiel 17.11 (Geneva),"Ezekiel 17.11 Moreouer, the worde of the Lord came vnto me, saying,",TRUE
Ezekiel 17.11 (AKJV),"Ezekiel 17.11 Moreouer the word of the Lord came vnto me, saying,",TRUE
Ezekiel 36.16 (Geneva),"Ezekiel 36.16 Moreouer the word of the Lord came vnto me, saying,",TRUE
Ezekiel 28.11 (Geneva),"Ezekiel 28.11 Moreouer the word of the Lord came vnto me, saying,",TRUE
Ezekiel 20.45 (Geneva),"Ezekiel 20.45 Moreouer, the worde of the Lord came vnto me, saying,",TRUE
Ezekiel 20.45 (AKJV),"Ezekiel 20.45 Moreouer, the worde of the Lord came vnto me, saying,",TRUE
Ezekiel 28.11 (AKJV),"Ezekiel 28.11 Moreouer the word of the Lord came vnto me, saying;",TRUE
Ezekiel 33.23 (Douay-Rheims),"Ezekiel 33.23 And the word of the Lord came to me, saying:",TRUE
Ezekiel 22.23 (Douay-Rheims),"Ezekiel 22.23 And the word of the Lord came to me, saying:",TRUE
Ezekiel 12.17 (AKJV),"Ezekiel 12.17 Moreouer, the worde of the Lord came to me, saying;",TRUE
Ezekiel 36.16 (AKJV),"Ezekiel 36.16 Moreouer the worde of the Lord came vnto me, saying,",TRUE
Ezekiel 12.21 (Douay-Rheims),"Ezekiel 12.21 And the word of the Lord came to me, saying:",TRUE
Ezekiel 14.2 (Geneva),"Ezekiel 14.2 And the worde of the Lord came vnto me, saying,",TRUE
Ezekiel 21.8 (Douay-Rheims),"Ezekiel 21.8 And the word of the Lord came to me, saying:",TRUE
Ezekiel 21.18 (Douay-Rheims),"Ezekiel 21.18 And the word of the Lord came to me, saying:",TRUE
Ezekiel 12.26 (Douay-Rheims),"Ezekiel 12.26 And the word of the Lord came to me, saying:",TRUE
Ezekiel 28.20 (Douay-Rheims),"Ezekiel 28.20 And the word of the Lord came to me, saying:",TRUE
Ezekiel 12.17 (Douay-Rheims),"Ezekiel 12.17 And the word of the Lord came to me, saying:",TRUE
Ezekiel 36.16 (Douay-Rheims),"Ezekiel 36.16 And the word of the Lord came to me, saying:",TRUE
Ezekiel 22.17 (Douay-Rheims),"Ezekiel 22.17 And the word of the Lord came to me, saying:",TRUE
Ezekiel 35.1 (AKJV),"Ezekiel 35.1 Moreouer the word of the Lord came vnto mee, saying;",TRUE
Ezekiel 14.2 (AKJV),"Ezekiel 14.2 And the word of the Lord came vnto me, saying,",TRUE
Ezekiel 14.12 (Douay-Rheims),"Ezekiel 14.12 And the word of the Lord came to me, saying:",TRUE
Ezekiel 35.1 (Geneva),"Ezekiel 35.1 Moveover the worde of the Lord came vnto me, saying,",TRUE
Ezekiel 24.15 (Douay-Rheims),"Ezekiel 24.15 And the word of the Lord came to me, saying:",TRUE
Ezekiel 7.1 (AKJV),"Ezekiel 7.1 Moreouer the word of the Lord came vnto mee, saying;",TRUE
Ezekiel 11.14 (Douay-Rheims),"Ezekiel 11.14 And the word of the Lord came to me, saying:",TRUE
Ezekiel 20.2 (Douay-Rheims),"Ezekiel 20.2 And the word of the Lord came to me, saying:",TRUE
Ezekiel 25.1 (Douay-Rheims),"Ezekiel 25.1 And the word of the Lord came to me, saying:",TRUE
Ezekiel 17.11 (Douay-Rheims),"Ezekiel 17.11 And the word of the Lord came to me, saying:",TRUE
Ezekiel 37.15 (Douay-Rheims),"Ezekiel 37.15 And the word of the Lord came to me, saying:",TRUE
Ezekiel 12.1 (Douay-Rheims),"Ezekiel 12.1 And the word of the Lord came to me, saying:",TRUE
Ezekiel 30.1 (Douay-Rheims),"Ezekiel 30.1 And the word of the Lord came to me, saying:",TRUE
Ezekiel 23.1 (Douay-Rheims),"Ezekiel 23.1 And the word of the Lord came to me, saying:",TRUE
Ezekiel 34.1 (Geneva),"Ezekiel 34.1 And the word of the Lord came vnto me, saying,",TRUE
Ezekiel 21.1 (Douay-Rheims),"Ezekiel 21.1 And the word of the Lord came to me, saying:",TRUE
Ezekiel 22.1 (Douay-Rheims),"Ezekiel 22.1 And the word of the Lord came to me, saying:",TRUE
Ezekiel 20.45 (Douay-Rheims),"Ezekiel 20.45 And the word of the Lord came to me, saying:",TRUE
Ezekiel 35.1 (Douay-Rheims),"Ezekiel 35.1 And the word of the Lord came to me, saying:",TRUE
Ezekiel 34.1 (Douay-Rheims),"Ezekiel 34.1 And the word of the Lord came to me, saying:",TRUE
Ezekiel 13.1 (Geneva),"Ezekiel 13.1 And the word of the Lord came vnto me, saying,",TRUE
Ezekiel 33.1 (Douay-Rheims),"Ezekiel 33.1 And the word of the Lord came to me, saying:",TRUE
Ezekiel 27.1 (Douay-Rheims),"Ezekiel 27.1 And the word of the Lord came to me, saying:",TRUE
Ezekiel 14.2 (Douay-Rheims),"Ezekiel 14.2 And the word of the Lord came to me, saying:",TRUE
Ezekiel 28.1 (Douay-Rheims),"Ezekiel 28.1 And the word of the Lord came to me, saying:",TRUE
Ezekiel 13.1 (Douay-Rheims),"Ezekiel 13.1 And the word of the Lord came to me, saying:",TRUE
Ezekiel 7.1 (Douay-Rheims),"Ezekiel 7.1 And the word of the Lord came to me, saying:",TRUE
Ezekiel 24.15 (Geneva),"Ezekiel 24.15 Also the worde of ye Lord came vnto me, saying,",TRUE
Ezekiel 6.1 (Douay-Rheims),"Ezekiel 6.1 And the word of the Lord came to me, saying:",TRUE
Ezekiel 16.1 (Douay-Rheims),"Ezekiel 16.1 And the word of the Lord came to me, saying:",TRUE
Ezekiel 38.1 (Douay-Rheims),"Ezekiel 38.1 And the word of the Lord came to me, saying:",TRUE
Ezekiel 15.1 (Douay-Rheims),"Ezekiel 15.1 And the word of the Lord came to me, saying:",TRUE
Ezekiel 17.1 (Douay-Rheims),"Ezekiel 17.1 And the word of the Lord came to me, saying:",TRUE
Ezekiel 33.1 (AKJV),"Ezekiel 33.1 Againe the worde of the Lord came vnto mee, saying,",TRUE
Ezekiel 15.1 (Geneva),"Ezekiel 15.1 And thee word of the Lord came vnto me, saying,",TRUE
Ezekiel 18.1 (AKJV),"Ezekiel 18.1 And the word of &thorn; Lord came vnto me againe, saying;",TRUE
Ezekiel 3.16 (Geneva),"Ezekiel 3.16 And at the ende of seuen dayes, the worde of the Lord came againe vnto me, saying,",FALSE
Ezekiel 12.8 (Douay-Rheims),"Ezekiel 12.8 And the word of the Lord came to me in the morning, saying:",TRUE
Ezekiel 12.8 (Geneva),"Ezekiel 12.8 And in the morning came the word of the Lord vnto me, saying,",TRUE
Ezekiel 12.8 (AKJV),"Ezekiel 12.8 And in the morning came the word of the Lord vnto me, saying,",TRUE
Ezekiel 24.20 (Geneva),"Ezekiel 24.20 Then I answered them, The worde of the Lord came vnto me, saying,",TRUE
Ezekiel 28.11 (Douay-Rheims) - 0,"Part 1 of Ezekiel 28.11: And the word of the Lord came to me, saying:",TRUE
Ezekiel 24.20 (AKJV),"Ezekiel 24.20 Then I answered them, The word of the Lord came vnto me, saying;",TRUE
Ezekiel 21.1 (AKJV),"Ezekiel 21.1 And the word of &thorn; Lord came vnto me, saying,",TRUE
Ezekiel 34.1 (AKJV),"Ezekiel 34.1 And the word of &thorn; Lord came vnto me, saying;",TRUE
Ezekiel 18.1 (Douay-Rheims),"Ezekiel 18.1 And the word of the Lord came to me, saying: What is the meaning?",FALSE
Ezekiel 38.1 (AKJV),"Ezekiel 38.1 And the word of &thorn; Lord came vnto me, saying;",TRUE
Ezekiel 29.17 (Douay-Rheims) - 1,"Part 2 of Ezekiel 29.17: that the word of the Lord came to me, saying:",TRUE
Ezekiel 15.1 (AKJV),"Ezekiel 15.1 And the word of &thorn; Lord came vnto me, saying.",TRUE
Jeremiah 32.6 (Geneva),"Jeremiah 32.6 And Ieremiah said, The word of the Lord came vnto me, saying,",TRUE
Jeremiah 32.6 (AKJV),"Jeremiah 32.6 And Ieremiah said; The word of the Lord came vnto me, saying;",TRUE
Jeremiah 18.5 (Douay-Rheims),"Jeremiah 18.5 Then the word of the Lord came to me, saying:",TRUE
Jeremiah 2.1 (Geneva),"Jeremiah 2.1 Moreover, the woorde of the Lord came vnto me, saying,",TRUE
Jeremiah 18.5 (AKJV),"Jeremiah 18.5 Then the word of the Lord came to me, saying,",TRUE
Ezekiel 24.20 (Douay-Rheims),"Ezekiel 24.20 And I said to them: The word of the Lord came to me, saying:",TRUE
Ezekiel 3.16 (Douay-Rheims),"Ezekiel 3.16 And at the end of seven days the word of the Lord came to me, saying:",TRUE
Ezekiel 32.17 (Geneva),"Ezekiel 32.17 In the twelfth yeere also in the fifteenth day of the moneth, came the worde of the Lord vnto me, saying,",FALSE
Jeremiah 32.6 (Douay-Rheims),"Jeremiah 32.6 And Jeremias said: The word of the Lord came to me, saying:",TRUE
Jeremiah 1.11 (Geneva) - 0,"Part 1 of Jeremiah 1.11: After this the worde of the Lord came vnto me, saying, Ieremiah, what seest thou?",FALSE
