verse_id,verse_text,to_remove
Ezekiel 3.16 (AKJV),"Ezekiel 3.16 And it came to passe at the end of seuen dayes, that the word of the Lord came vnto me, saying;",FALSE
Jeremiah 37.6 (Geneva),"Jeremiah 37.6 Then came the worde of the Lord vnto the Prophet Ieremiah, saying,",TRUE
Jeremiah 29.30 (AKJV),"Jeremiah 29.30 Then came the word of the Lord vnto Ieremiah, saying;",TRUE
Jeremiah 37.6 (AKJV),"Jeremiah 37.6 Then came the word of the Lord vnto the Prophet Ieremiah, saying,",TRUE
Jeremiah 1.4 (Geneva),"Jeremiah 1.4 Then the worde of the Lord came vnto me, saying,",TRUE
Jeremiah 33.23 (Geneva),"Jeremiah 33.23 Moreouer, the worde of the Lord came to Ieremiah, saying,",TRUE
Jeremiah 18.5 (Geneva),"Jeremiah 18.5 Then the worde of the Lord came vnto me, saying,",TRUE
Jeremiah 33.23 (AKJV),"Jeremiah 33.23 Moreouer, the word of the Lord came to Ieremiah, saying;",TRUE
Ezekiel 23.36 (Douay-Rheims) - 0,"Part 1 of Ezekiel 23.36: And the Lord spoke to me, saying:",TRUE
Jeremiah 13.8 (AKJV),"Jeremiah 13.8 Then the word of the Lord came vnto me, saying;",TRUE
Jeremiah 13.8 (Douay-Rheims),"Jeremiah 13.8 And the word of the Lord came to me, saying:",TRUE
Isaiah 38.4 (Geneva),"Isaiah 38.4 Then came the worde of the Lord to Isaiah, saying,",TRUE
Ezekiel 23.36 (Vulgate) - 0,"Part 1 of Ezekiel 23.36: Et ait Dominus ad me, dicens:",TRUE
Jeremiah 48.1 (Douay-Rheims) - 0,Part 1 of Jeremiah 48.1: Against Moab thus saith the Lord of hosts the God of Israel:,TRUE
Jeremiah 44.25 (Vulgate) - 0,"Part 1 of Jeremiah 44.25: Hæc inquit Dominus exercituum, Deus Israël, dicens:",TRUE
Jeremiah 43.10 (AKJV) - 0,"Part 1 of Jeremiah 43.10: And say vnto them, Thus saieth the Lord of hosts the God of Israel;",TRUE
Jeremiah 35.19 (Vulgate) - 0,"Part 1 of Jeremiah 35.19: propterea hæc dicit Dominus exercituum, Deus Israël:",TRUE
Jeremiah 50.18 (Vulgate) - 0,"Part 1 of Jeremiah 50.18: Propterea hæc dicit Dominus exercituum, Deus Israël:",TRUE
Amos 5.4 (Douay-Rheims) - 0,Part 1 of Amos 5.4: For thus saith the Lord to the house of Israel:,TRUE
Jeremiah 45.2 (Douay-Rheims),"Jeremiah 45.2 Thus saith the Lord the God of Israel to thee, Baruch:",TRUE
Isaiah 10.24 (Douay-Rheims) - 0,"Part 1 of Isaiah 10.24: Therefore, thus saith the Lord the God of hosts:",TRUE
Jeremiah 25.8 (AKJV) - 0,Part 1 of Jeremiah 25.8: Therefore thus saith the Lord of hostes;,TRUE
Isaiah 21.17 (Douay-Rheims) - 1,Part 2 of Isaiah 21.17: for the Lord the God of Israel hath spoken it.,TRUE
Isaiah 21.17 (AKJV) - 1,Part 2 of Isaiah 21.17: for the Lord God of Israel hath spoken it.,TRUE
Isaiah 21.17 (Geneva) - 1,Part 2 of Isaiah 21.17: for the Lord God of Israel hath spoken it.,TRUE
Isaiah 45.11 (Douay-Rheims) - 0,"Part 1 of Isaiah 45.11: Thus saith the Lord the Holy One of Israel, his maker:",TRUE
Amos 5.16 (Douay-Rheims) - 0,Part 1 of Amos 5.16: Therefore thus saith the Lord the God of hosts the sovereign Lord:,TRUE
Ezekiel 26.15 (Douay-Rheims) - 0,Part 1 of Ezekiel 26.15: Thus saith the Lord God to Tyre:,TRUE
Jeremiah 9.7 (AKJV) - 0,Part 1 of Jeremiah 9.7: Therfore thus saith the Lord of hostes;,TRUE
Jeremiah 5.14 (AKJV) - 0,Part 1 of Jeremiah 5.14: Wherfore thus saith the Lord God of Hostes;,TRUE
Isaiah 30.12 (Douay-Rheims) - 0,Part 1 of Isaiah 30.12: Therefore thus saith the Holy One of Israel:,TRUE
Jeremiah 13.1 (Douay-Rheims) - 0,Part 1 of Jeremiah 13.1: Thus saith the Lord to me:,TRUE
Jeremiah 45.2 (AKJV),"Jeremiah 45.2 Thus saith the Lord the God of Israel vnto thee, O Baruch,",TRUE
Ezekiel 20.39 (Vulgate) - 0,"Part 1 of Ezekiel 20.39: Et vos, domus Israël, hæc dicit Dominus Deus:",TRUE
Jeremiah 1.4 (Douay-Rheims),"Jeremiah 1.4 And the word of the Lord came to me, saying:",TRUE
Jeremiah 24.4 (Geneva),"Jeremiah 24.4 Againe the worde of the Lord came vnto me, saying,",TRUE
Jeremiah 24.4 (Douay-Rheims),"Jeremiah 24.4 And the word of the Lord came to me, saying:",TRUE
Zechariah 4.8 (AKJV),"Zechariah 4.8 Moreouer the word of the Lord came vnto me, saying;",TRUE
Zechariah 4.8 (Geneva),"Zechariah 4.8 Moreouer, the word of the Lord came vnto me, saying,",TRUE
Jeremiah 2.1 (Douay-Rheims),"Jeremiah 2.1 And the word of the Lord came to me, saying:",TRUE
Jeremiah 16.1 (AKJV),"Jeremiah 16.1 The word of the Lord came also vnto me, saying;",TRUE
Zechariah 6.9 (Geneva),"Zechariah 6.9 And the worde of the Lord came vnto me, saying,",TRUE
Jeremiah 16.1 (Douay-Rheims),"Jeremiah 16.1 And the word of the Lord came to me, saying:",TRUE
Zechariah 6.9 (AKJV),"Zechariah 6.9 And the word of the Lord came vnto me, saying,",TRUE
Zechariah 4.8 (Douay-Rheims),"Zechariah 4.8 And the word of the Lord came to me, saying:",TRUE
Jeremiah 1.11 (AKJV) - 0,"Part 1 of Jeremiah 1.11: Moreouer, the word of the Lord came vnto me, saying;",TRUE
Zechariah 6.9 (Douay-Rheims),"Zechariah 6.9 And the word of the Lord came to me, saying:",TRUE
Jeremiah 2.1 (AKJV),"Jeremiah 2.1 Moreouer, the word of the Lord came to me, saying;",TRUE
Isaiah 38.4 (AKJV),"Isaiah 38.4 Then came the word of the Lord to Isaiah, saying,",TRUE
Jeremiah 24.4 (AKJV),"Jeremiah 24.4 Againe, the word of the Lord came vnto me, saying;",TRUE
Zechariah 7.4 (AKJV),"Zechariah 7.4 Then came the word of the Lord of hosts vnto me, saying,",TRUE
Jeremiah 34.12 (Douay-Rheims),"Jeremiah 34.12 And the word of the Lord came to Jeremias from the Lord, saying:",TRUE
2 Esdras 1.4 (AKJV),"2 Esdras 1.4 And the word of the Lord came vnto me, saying,",TRUE
Zechariah 7.4 (Douay-Rheims),"Zechariah 7.4 And the word of the Lord of hosts came to me, saying:",TRUE
Zechariah 8.18 (Douay-Rheims),"Zechariah 8.18 And the word of the Lord of hosts came to me, saying:",TRUE
Zechariah 8.1 (Douay-Rheims),"Zechariah 8.1 And the word of the Lord of hosts came to me, saying:",TRUE
Zechariah 7.8 (Geneva),"Zechariah 7.8 And the worde of the Lord came vnto Zechariah, saying,",TRUE
Jeremiah 34.12 (Vulgate),"Jeremiah 34.12 Et factum est verbum Domini ad Jeremiam a Domino, dicens:",TRUE
Zechariah 7.4 (Geneva),"Zechariah 7.4 Then came the word of the Lord of hostes vnto me, saying,",TRUE
Jeremiah 43.8 (AKJV),"Jeremiah 43.8 Then came the word of the Lord vnto Ieremiah in Tahpanhes, saying;",FALSE
Zechariah 8.1 (Geneva),"Zechariah 8.1 Againe the worde of the Lord of hostes came to me, saying,",TRUE
Zechariah 7.8 (AKJV),"Zechariah 7.8 And the word of the Lord came vnto Zechariah, saying;",FALSE
Isaiah 38.4 (Douay-Rheims),"Isaiah 38.4 And the word of the Lord came to Isaias, saying:",FALSE
Jeremiah 43.8 (Geneva),"Jeremiah 43.8 Then came the worde of the Lord vnto Ieremiah in Tahpanhes, saying,",TRUE
Zechariah 8.1 (AKJV),"Zechariah 8.1 Againe the word of the Lord of hostes came to me, saying;",TRUE
Jeremiah 35.12 (Vulgate),"Jeremiah 35.12 Et factum est verbum Domini ad Jeremiam, dicens:",TRUE
Jeremiah 29.30 (Vulgate),"Jeremiah 29.30 Et factum est verbum Domini ad Jeremiam, dicens:",TRUE
Jeremiah 33.19 (Vulgate),"Jeremiah 33.19 Et factum est verbum Domini ad Jeremiam, dicens:",TRUE
Jeremiah 33.23 (Vulgate),"Jeremiah 33.23 Et factum est verbum Domini ad Jeremiam, dicens:",TRUE
Jeremiah 32.26 (Vulgate),"Jeremiah 32.26 Et factum est verbum Domini ad Jeremiam, dicens:",TRUE
1 Paralipomenon 22.8 (Douay-Rheims) - 0,"Part 1 of 1 Paralipomenon 22.8: But the word of the Lord came to me, saying:",TRUE
Haggai 1.3 (AKJV),"Haggai 1.3 Then came the word of the Lord by Haggai the prophet, saying;",TRUE
Zechariah 8.18 (Geneva),"Zechariah 8.18 And the worde of the Lord of hostes came vnto me, saying,",TRUE
Jeremiah 11.1 (AKJV),"Jeremiah 11.1 The word that came to Ieremiah from the Lord, saying,",TRUE
Jeremiah 7.1 (AKJV),"Jeremiah 7.1 The word that came to Ieremiah from the Lord, saying,",TRUE
Jeremiah 30.1 (AKJV),"Jeremiah 30.1 The word that came to Ieremiah from the Lord, saying,",TRUE
Jeremiah 18.1 (Douay-Rheims),"Jeremiah 18.1 The word that came from Jeremias to the Lord, saying:",TRUE
Jeremiah 18.1 (Geneva),"Jeremiah 18.1 The worde which came to Ieremiah from the Lord, saying,",TRUE
Jeremiah 30.1 (Douay-Rheims),"Jeremiah 30.1 This is the word that came to Jeremias from the Lord, saying:",TRUE
Jeremiah 11.1 (Vulgate),"Jeremiah 11.1 Verbum quod factum est a Domino ad Jeremiam, dicens:",TRUE
Jeremiah 7.1 (Geneva),"Jeremiah 7.1 The woordes that came to Ieremiah from the Lord, saying,",TRUE
Jeremiah 18.1 (Vulgate),"Jeremiah 18.1 Verbum quod factum est ad Jeremiam a Domino, dicens:",TRUE
Jeremiah 7.1 (Vulgate),"Jeremiah 7.1 Verbum quod factum est ad Jeremiam a Domino, dicens:",TRUE
Jeremiah 18.1 (AKJV),"Jeremiah 18.1 The word which came to Ieremiah from &thorn; Lord saying,",TRUE
Jeremiah 14.1 (Geneva),"Jeremiah 14.1 The worde of the Lord that came vnto Ieremiah, concerning the dearth.",FALSE
Jeremiah 14.1 (AKJV),Jeremiah 14.1 The word of the Lord that came to Ieremiah concerning the dearth.,FALSE
Jeremiah 14.1 (Vulgate),"Jeremiah 14.1 Quod factum est verbum Domini ad Jeremiam, de sermonibus siccitatis.",FALSE
Jeremiah 46.1 (Douay-Rheims),"Jeremiah 46.1 The word of the Lord that came to Jeremias the prophet against the Gentiles,",FALSE
Jeremiah 46.1 (AKJV),"Jeremiah 46.1 The word of the Lord which came to Ieremiah the Prophet, against the Gentiles,",FALSE
Jeremiah 46.1 (Geneva),"Jeremiah 46.1 The wordes of the Lord, which came to Ieremiah the Prophet against the Gentiles,",FALSE
Jeremiah 14.1 (Douay-Rheims),Jeremiah 14.1 The Word of the Lord that came to Jeremias concerning the words of the drought.,FALSE
Amos 3.11 (Douay-Rheims) - 0,Part 1 of Amos 3.11: Therefore thus saith the Lord God:,TRUE
Jeremiah 23.15 (Douay-Rheims) - 0,Part 1 of Jeremiah 23.15: Therefore thus saith the Lord of hosts to the prophets:,TRUE
Ezekiel 13.20 (Vulgate) - 0,Part 1 of Ezekiel 13.20: Propter hoc hæc dicit Dominus Deus:,TRUE
Amos 5.3 (Douay-Rheims) - 0,Part 1 of Amos 5.3: For thus saith the Lord God:,TRUE
Jeremiah 45.2 (Geneva),"Jeremiah 45.2 Thus sayeth the Lord God of Israel vnto thee, O Baruch,",TRUE
Jeremiah 45.2 (Vulgate),"Jeremiah 45.2 Hæc dicit Dominus Deus Israël ad te, Baruch:",TRUE
Jeremiah 23.15 (AKJV) - 0,Part 1 of Jeremiah 23.15: Therefore thus saith the Lord of hosts concerning the Prophets;,TRUE
Ezekiel 11.17 (AKJV) - 0,"Part 1 of Ezekiel 11.17: Therefore say, Thus saith the Lord God;",TRUE
Ezekiel 11.16 (AKJV) - 0,"Part 1 of Ezekiel 11.16: Therefore say, Thus sayth the Lord God;",TRUE
Ezekiel 12.23 (AKJV) - 0,"Part 1 of Ezekiel 12.23: Tell them therefore, Thus sayth the Lord God;",TRUE
Ezekiel 5.5 (Geneva) - 0,"Part 1 of Ezekiel 5.5: Thus saith the Lord God, This is Ierusalem:",TRUE
Jeremiah 23.2 (AKJV) - 0,Part 1 of Jeremiah 23.2: Therefore thus saith the Lord God of Israel against the pastors that feed my people;,FALSE
Jeremiah 6.6 (AKJV) - 0,Part 1 of Jeremiah 6.6: For thus hath the Lord of hostes said;,TRUE
Jeremiah 49.7 (Geneva) - 0,Part 1 of Jeremiah 49.7: To Edom thus sayeth the Lord of hostes:,TRUE
Jeremiah 4.27 (AKJV) - 0,Part 1 of Jeremiah 4.27: For thus hath the Lord said;,TRUE
Isaiah 21.16 (Douay-Rheims) - 0,Part 1 of Isaiah 21.16: For thus saith the Lord to me:,TRUE
Isaiah 31.4 (Douay-Rheims) - 0,Part 1 of Isaiah 31.4: For thus saith the Lord to me:,TRUE
Isaiah 18.4 (Douay-Rheims) - 0,Part 1 of Isaiah 18.4: For thus saith the Lord to me:,TRUE
Zechariah 11.4 (AKJV) - 0,Part 1 of Zechariah 11.4: Thus saith the Lord my God;,TRUE
Jeremiah 49.1 (AKJV) - 0,"Part 1 of Jeremiah 49.1: Concerning the Ammonites, thus sayth the Lord;",TRUE
Zechariah 8.18 (AKJV),"Zechariah 8.18 And the word of the Lord of hostes came vnto me, saying,",TRUE
Isaiah 1.24 (Douay-Rheims) - 0,"Part 1 of Isaiah 1.24: Therefore saith the Lord the God of hosts, the mighty one of Israel:",TRUE
Zechariah 8.19 (AKJV) - 0,Part 1 of Zechariah 8.19: Thus saith the Lord of hosts;,TRUE
Zechariah 8.23 (Douay-Rheims) - 0,Part 1 of Zechariah 8.23: Thus saith the Lord of hosts:,TRUE
Zechariah 8.19 (Douay-Rheims) - 0,Part 1 of Zechariah 8.19: Thus saith the Lord of hosts:,TRUE
Zechariah 8.4 (AKJV) - 0,Part 1 of Zechariah 8.4: Thus saith the Lord of hosts;,TRUE
Zechariah 8.2 (Douay-Rheims) - 0,Part 1 of Zechariah 8.2: Thus saith the Lord of hosts:,TRUE
Zechariah 8.3 (Douay-Rheims) - 0,Part 1 of Zechariah 8.3: Thus saith the Lord of hosts:,TRUE
Zechariah 8.14 (Douay-Rheims) - 0,Part 1 of Zechariah 8.14: For thus saith the Lord of hosts:,TRUE
Zechariah 8.4 (Douay-Rheims) - 0,Part 1 of Zechariah 8.4: Thus saith the Lord of hosts:,TRUE
Haggai 2.12 (Douay-Rheims) - 0,Part 1 of Haggai 2.12: Thus saith the Lord of hosts:,TRUE
Zechariah 3.7 (Douay-Rheims) - 0,Part 1 of Zechariah 3.7: Thus saith the Lord of hosts:,TRUE
Zechariah 7.9 (Douay-Rheims) - 0,"Part 1 of Zechariah 7.9: Thus saith the Lord of hosts, saying:",TRUE
Zechariah 6.12 (Douay-Rheims) - 1,"Part 2 of Zechariah 6.12: Thus saith the Lord of hosts, saying:",TRUE
Zechariah 1.14 (Douay-Rheims) - 2,Part 3 of Zechariah 1.14: Thus saith the Lord of hosts:,TRUE
Amos 5.16 (AKJV) - 0,"Part 1 of Amos 5.16: Therefore the Lord, the God of hostes, the Lord saith thus:",TRUE
Zechariah 2.8 (Douay-Rheims) - 0,Part 1 of Zechariah 2.8: For thus saith the Lord of hosts:,TRUE
Zechariah 8.6 (Douay-Rheims) - 0,Part 1 of Zechariah 8.6: Thus saith the Lord of hosts:,TRUE
Zechariah 1.4 (Douay-Rheims) - 1,Part 2 of Zechariah 1.4: Thus saith the Lord of hosts:,TRUE
Zechariah 8.9 (Douay-Rheims) - 0,Part 1 of Zechariah 8.9: Thus saith the Lord of hosts:,TRUE
Zechariah 8.7 (Douay-Rheims) - 0,Part 1 of Zechariah 8.7: Thus saith the Lord of hosts:,TRUE
Zechariah 1.3 (Douay-Rheims) - 1,Part 2 of Zechariah 1.3: Thus saith the Lord of hosts:,TRUE
Haggai 2.7 (Douay-Rheims) - 0,Part 1 of Haggai 2.7: For thus saith the Lord of hosts:,TRUE
Haggai 1.2 (Douay-Rheims) - 0,"Part 1 of Haggai 1.2: Thus saith the Lord of hosts, saying:",TRUE
Haggai 1.7 (Douay-Rheims) - 0,Part 1 of Haggai 1.7: Thus saith the Lord of hosts:,TRUE
Isaiah 1.24 (AKJV) - 0,"Part 1 of Isaiah 1.24: Therefore, saith the Lord, the Lord of hostes, the mighty one of Israel;",TRUE
Haggai 1.5 (Douay-Rheims) - 0,Part 1 of Haggai 1.5: And now thus saith the Lord of hosts:,TRUE
Jeremiah 48.15 (Douay-Rheims) - 2,"Part 3 of Jeremiah 48.15: saith the king, whose name is the Lord of hosts.",TRUE
Haggai 1.2 (AKJV) - 0,"Part 1 of Haggai 1.2: Thus speaketh the Lord of hostes, saying;",TRUE
Jeremiah 51.14 (Douay-Rheims) - 0,"Part 1 of Jeremiah 51.14: The Lord of hosts hath sworn by himself, saying:",TRUE
Jeremiah 11.22 (AKJV) - 0,"Part 1 of Jeremiah 11.22: Therefore thus saith the Lord of hosts, Behold, I wil punish them:",FALSE
Isaiah 10.24 (Vulgate) - 0,"Part 1 of Isaiah 10.24: Propter hoc, hæc dicit Dominus Deus exercituum:",TRUE
Isaiah 14.24 (AKJV) - 0,"Part 1 of Isaiah 14.24: The Lord of hostes hath sworne, saying;",TRUE
Haggai 1.9 (Geneva) - 2,"Part 3 of Haggai 1.9: And why, sayth the Lord of hostes?",TRUE
Isaiah 5.9 (Geneva) - 0,"Part 1 of Isaiah 5.9: This is in mine cares, saith the Lord of hostes.",FALSE
Amos 6.8 (Douay-Rheims) - 0,"Part 1 of Amos 6.8: The Lord God hath sworn by his own soul, saith the Lord the God of hosts:",FALSE
Isaiah 1.24 (Vulgate) - 0,"Part 1 of Isaiah 1.24: Propter hoc ait Dominus, Deus exercituum, Fortis Israël:",TRUE
Isaiah 44.6 (Douay-Rheims) - 0,"Part 1 of Isaiah 44.6: Thus saith the Lord the king of Israel, and his redeemer the Lord of hosts:",TRUE
Zechariah 11.4 (Douay-Rheims) - 0,Part 1 of Zechariah 11.4: Thus saith the Lord my God:,TRUE
Jeremiah 51.19 (Douay-Rheims) - 2,Part 3 of Jeremiah 51.19: the Lord of hosts is his name.,TRUE
Isaiah 51.15 (Douay-Rheims) - 1,Part 2 of Isaiah 51.15: the Lord of hosts is my name.,TRUE
Jeremiah 11.22 (Geneva) - 0,"Part 1 of Jeremiah 11.22: Thus therefore sayth the Lord of hostes, Beholde, I will visite them:",TRUE
Isaiah 5.9 (Douay-Rheims) - 0,"Part 1 of Isaiah 5.9: These things are in my ears, saith the Lord of hosts:",TRUE
Jeremiah 10.16 (Douay-Rheims) - 3,Part 4 of Jeremiah 10.16: the Lord of hosts is his name.,TRUE
Amos 5.16 (Geneva) - 0,"Part 1 of Amos 5.16: Therfore the Lord God of hosts, the Lord saith thus, Mourning shalbe in all streetes:",FALSE
Zechariah 8.2 (AKJV) - 0,"Part 1 of Zechariah 8.2: Thus sayeth the Lord of hostes, I was iealous for Zion, with great iealousie;",FALSE
Amos 5.16 (Vulgate) - 0,"Part 1 of Amos 5.16: Propterea hæc dicit Dominus Deus exercituum, dominator:",TRUE
2 Kings 7.26 (Douay-Rheims) - 1,Part 2 of 2 Kings 7.26: The Lord of hosts is God over Israel.,TRUE
Jeremiah 51.19 (AKJV) - 1,Part 2 of Jeremiah 51.19: the Lord of hostes is his Name.,TRUE
Jeremiah 31.35 (Geneva) - 1,Part 2 of Jeremiah 31.35: his Name is the Lord of hostes.,TRUE
Jeremiah 51.19 (Geneva) - 2,Part 3 of Jeremiah 51.19: the Lord of hostes is his Name.,TRUE
Amos 6.8 (Vulgate) - 0,"Part 1 of Amos 6.8: Juravit Dominus Deus in anima sua, dicit Dominus Deus exercituum:",FALSE
Amos 4.13 (Douay-Rheims) - 1,Part 2 of Amos 4.13: the Lord the God of hosts is his name.,TRUE
Jeremiah 32.6 (Vulgate),"Jeremiah 32.6 Et dixit Jeremias: Factum est verbum Domini ad me, dicens:",TRUE
Jeremiah 43.8 (Douay-Rheims),"Jeremiah 43.8 And the word of the Lord came to Jeremias in Taphnis, saying:",FALSE
Jeremiah 43.8 (Vulgate),"Jeremiah 43.8 Et factus est sermo Domini ad Jeremiam in Taphnis, dicens:",FALSE
Jeremiah 10.16 (Geneva) - 2,Part 3 of Jeremiah 10.16: the Lord of hostes is his Name.,TRUE
Jeremiah 10.16 (AKJV) - 2,Part 3 of Jeremiah 10.16: the Lord of hostes is his Name.,TRUE
Amos 4.13 (AKJV) - 1,"Part 2 of Amos 4.13: the Lord, the God of hostes is his Name.",TRUE
Haggai 2.24 (Geneva) - 1,"Part 2 of Haggai 2.24: for I haue chosen thee, sayth the Lord of hostes.",TRUE
Isaiah 51.15 (Geneva) - 1,Part 2 of Isaiah 51.15: the Lord of hostes is his Name.,TRUE
Jeremiah 15.16 (AKJV) - 1,"Part 2 of Jeremiah 15.16: for I am called by thy Name, O Lord God of hostes.",TRUE
Haggai 2.5 (Geneva) - 2,"Part 3 of Haggai 2.5: for I am with you, sayth the Lord of hostes,",TRUE
Isaiah 51.15 (AKJV) - 1,Part 2 of Isaiah 51.15: the Lord of hosts is his Name.,TRUE
Jeremiah 28.12 (Geneva),"Jeremiah 28.12 Then the word of the Lord came vnto Ieremiah the Prophet, (after that Hananiah the Prophet had broken the yoke from the necke of the Prophet Ieremiah) saying,",FALSE
Haggai 1.3 (Geneva),"Haggai 1.3 Then came the worde of the Lord by the ministerie of the Prophet Haggai, saying,",FALSE
Isaiah 38.4 (Vulgate),"Isaiah 38.4 Et factum est verbum Domini ad Isaiam, dicens:",TRUE
Ezekiel 24.15 (Vulgate),"Ezekiel 24.15 Et factum est verbum Domini ad me, dicens:",TRUE
Ezekiel 22.23 (Vulgate),"Ezekiel 22.23 Et factum est verbum Domini ad me, dicens:",TRUE
Ezekiel 22.17 (Vulgate),"Ezekiel 22.17 Et factum est verbum Domini ad me, dicens:",TRUE
Ezekiel 22.1 (Vulgate),"Ezekiel 22.1 Et factum est verbum Domini ad me, dicens:",TRUE
Ezekiel 17.1 (Vulgate),"Ezekiel 17.1 Et factum est verbum Domini ad me, dicens:",TRUE
Ezekiel 11.14 (Vulgate),"Ezekiel 11.14 Et factum est verbum Domini ad me, dicens:",TRUE
Ezekiel 30.1 (Vulgate),"Ezekiel 30.1 Et factum est verbum Domini ad me, dicens:",TRUE
Ezekiel 36.16 (Vulgate),"Ezekiel 36.16 Et factum est verbum Domini ad me, dicens:",TRUE
Ezekiel 33.23 (Vulgate),"Ezekiel 33.23 Et factum est verbum Domini ad me, dicens:",TRUE
Ezekiel 17.11 (Vulgate),"Ezekiel 17.11 Et factum est verbum Domini ad me, dicens:",TRUE
Matthew 2.17 (Vulgate),Matthew 2.17 Tunc adimpletum est quod dictum est per Jeremiam prophetam dicentem:,FALSE
Ezekiel 33.1 (Vulgate),"Ezekiel 33.1 Et factum est verbum Domini ad me, dicens:",TRUE
Ezekiel 27.1 (Vulgate),"Ezekiel 27.1 Et factum est verbum Domini ad me, dicens:",TRUE
Ezekiel 34.1 (Vulgate),"Ezekiel 34.1 Et factum est verbum Domini ad me, dicens:",TRUE
Jeremiah 1.4 (Vulgate),"Jeremiah 1.4 Et factum est verbum Domini ad me, dicens:",TRUE
Jeremiah 28.12 (Vulgate) - 1,"Part 2 of Jeremiah 28.12: Et factum est verbum Domini ad Jeremiam, postquam confregit Hananias propheta catenam de collo Jeremiæ prophetæ, dicens:",FALSE
Haggai 1.3 (Vulgate),"Haggai 1.3 Et factum est verbum Domini in manu Aggæi prophetæ, dicens:",TRUE
Jeremiah 2.1 (Vulgate),"Jeremiah 2.1 Et factum est verbum Domini ad me, dicens:",TRUE
Isaiah 30.12 (AKJV) - 0,"Part 1 of Isaiah 30.12: Wherefore, thus saith the Holy one of Israel:",TRUE
Haggai 1.5 (Vulgate) - 0,Part 1 of Haggai 1.5: Et nunc hæc dicit Dominus exercituum:,TRUE
Jeremiah 30.8 (Vulgate) - 0,"Part 1 of Jeremiah 30.8: Et erit in die illa, ait Dominus exercituum:",TRUE
Malachi 3.1 (Douay-Rheims) - 2,"Part 3 of Malachi 3.1: Behold he cometh, saith the Lord of hosts.",TRUE
Isaiah 48.2 (Douay-Rheims) - 1,Part 2 of Isaiah 48.2: the Lord of hosts is his name.,TRUE
Malachi 3.1 (AKJV) - 4,"Part 5 of Malachi 3.1: behold, he shall come, saith the Lord of hosts.",TRUE
Exodus 9.13 (ODRV) - 2,"Part 3 of Exodus 9.13: This saith the Lord, the God of the Hebrewes:",TRUE
Exodus 10.3 (ODRV) - 1,Part 2 of Exodus 10.3: Thus faith the Lord the God of the Hebrewes:,TRUE
2 Esdras 2.14 (AKJV) - 2,"Part 3 of 2 Esdras 2.14: for I liue, saith the Lord.",FALSE
Leviticus 26.44 (Wycliffe) - 1,Part 2 of Leviticus 26.44: for Y am the Lord God of hem.,TRUE
Judges 4.6 (Douay-Rheims) - 2,Part 3 of Judges 4.6: The Lord God of Israel hath commanded thee:,TRUE
Exodus 9.1 (ODRV) - 2,"Part 3 of Exodus 9.1: This saith our Lord, the God of the Hebrewes:",TRUE
Luke 20.42 (Tyndale) - 0,Part 1 of Luke 20.42: And David him selfe sayth in the boke of the Psalmes:,TRUE
Mark 12.36 (ODRV) - 0,Part 1 of Mark 12.36: For Dauid himself saith in the Holy Ghost:,TRUE
Psalms 85.1 (ODRV) - 0,Part 1 of Psalms 85.1: A praier to Dauid him selfe.,TRUE
2 Peter 2.22 (Vulgate) - 0,Part 1 of 2 Peter 2.22: Contigit enim eis illud veri proverbii:,TRUE
Psalms 38.1 (Geneva) - 0,Part 1 of Psalms 38.1: A Psalme of Dauid for remembrance.,TRUE
Psalms 22.1 (ODRV),Psalms 22.1 The Psalme of Dauid.,TRUE
Psalms 60.1 (Geneva) - 1,Part 2 of Psalms 60.1: A Psalme of David to teach.,TRUE
Psalms 138.1 (ODRV) - 0,"Part 1 of Psalms 138.1: Vnto the end, a Psalme of Dauid.",TRUE
Psalms 90.1 (ODRV) - 0,Part 1 of Psalms 90.1: Prayse of a Canticle to Dauid.,TRUE
Psalms 55.1 (Geneva) - 1,Part 2 of Psalms 55.1: A Psalme of David to give instruction.,TRUE
Psalms 36.1 (ODRV) - 0,Part 1 of Psalms 36.1: A Psalme to Dauid him self.,TRUE
Psalms 53.1 (Geneva) - 1,Part 2 of Psalms 53.1: A Psalme of David to give instruction.,TRUE
Psalms 32.1 (Geneva) - 0,Part 1 of Psalms 32.1: A Psalme of David to give instruction.,TRUE
Psalms 107.1 (ODRV),"Psalms 107.1 A Canticle of Psalme, to Dauid himselfe.",TRUE
Psalms 12.1 (ODRV) - 0,"Part 1 of Psalms 12.1: Vnto the end, the Psalme of Dauid.",TRUE
Psalms 27.1 (ODRV) - 0,Part 1 of Psalms 27.1: A Psalme to Dauid him selfe.,TRUE
Psalms 50.1 (ODRV),"Psalms 50.1 Vnto the end, a Psalme of Dauid,",TRUE
Psalms 108.1 (ODRV),"Psalms 108.1 Vnto the end, a Psalme of Dauid.",TRUE
Psalms 13.1 (ODRV) - 0,"Part 1 of Psalms 13.1: Vnto the end, the Psalme of Dauid.",TRUE
Psalms 67.1 (Vulgate),Psalms 67.1 In finem. Psalmus cantici ipsi David.,TRUE
Psalms 54.1 (Geneva) - 1,"Part 2 of Psalms 54.1: A Psalme of David, to give instruction.",TRUE
Psalms 50.1 (Vulgate),"Psalms 50.1 In finem. Psalmus David,",TRUE
Psalms 63.1 (ODRV),"Psalms 63.1 Vnto the end, a Psalme of Dauid.",TRUE
Psalms 108.1 (Vulgate),Psalms 108.1 In finem. Psalmus David.,TRUE
